,name,rqfactor,meaning,category,category_meaning,source,is_proper
23,RSI Momentum,RSI_MOMENTUM,衡量公司RSI动量，反映公司股票价格相对强弱指标的上涨或下跌趋势。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
24,MACD Momentum,MACD_MOMENTUM,衡量公司MACD动量，反映公司股票价格指数平滑移动平均线差离值的上涨或下跌趋势。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
25,Price Standard Deviation,"STD(CLOSE, 20)",衡量公司近20交易日收盘价的标准差，反映公司股票价格的波动性。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
26,Volume Standard Deviation,"STD(VOLUME, 20)",衡量公司近20交易日成交量的标准差，反映公司股票成交量的波动性。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
27,Bollinger Band Base,BOLL,衡量公司布林线基准，反映公司股票价格的波动范围。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
28,Bollinger Band Upper,BOLL_UP,衡量公司布林线上轨，反映公司股票价格的上限。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
29,Bollinger Band Lower,BOLL_DOWN,衡量公司布林线下轨，反映公司股票价格的下限。,技术因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
30,Gross Domestic Product,GDP,衡量国家国内生产总值，反映国家经济总量。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
31,Gross Domestic Product Growth Rate,GDP_GROWTH_RATE,衡量国家国内生产总值增长率，反映国家经济增长速度。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
32,Consumer Price Index,CPI,衡量国家居民消费价格指数，反映国家通货膨胀水平。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
33,Inflation Rate,INFLATION_RATE,衡量国家通货膨胀率，反映国家通货膨胀水平。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
34,Interest Rate,INTEREST_RATE,衡量国家上海银行间同业拆借1年期利率，反映国家货币政策。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
35,Purchasing Managers' Index,PMI,衡量国家制造业采购经理指数，反映国家制造业经济状况。,宏观因子,,./resource/Zh\基于创业板市场的多因子Alpha策略设计_王玉甜.pdf,TRUE
0,Residual Coverage,"DELAY(FOLLOW,1)-FOLLOW",通过建立剩余关注度模型，从分析师的总关注程度中提取分析师对上市公司的预期收益信息，反映上市公司的基本面表现情况和分析师基于基本面分析对其未来业绩的预期观点。,基本面因子,,./resource/Zh\基于剩余关注度的多因子选股模型优化研究_李鹏骁.pdf,FALSE
1,Analyst Expected EPS,"MEAN(FXS_EPS,30)",过去30天内，分析师对上市公司未来一年的每股收益的一致预期。,基本面因子,,./resource/Zh\基于剩余关注度的多因子选股模型优化研究_李鹏骁.pdf,FALSE
0,Return on Equity (ROE),NET_PROFIT/TOTAL_EQUITY,权益回报率，衡量公司净利润与股东权益的比例，反映公司利用股东资金获得利润的能力。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
1,Book Value per Share (BVPS),TOTAL_ASSETS/TOTAL_SHARES,每股净资产，衡量公司账面价值与股份数量的比例，反映每股股票所代表的账面价值。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
2,Volume Weighted Average Price (VWAP),SUM(VOLUME*PRICE)/SUM(VOLUME),成交量加权平均价格，衡量一段时间内股票的平均交易价格，考虑了成交量和价格，更准确地反映市场对股票的接受程度。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
3,Price to Book Ratio (PB),PRICE/BVPS,市净率，衡量股票价格与每股净资产的比率，反映投资者对公司资产价值的评估。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
4,Price to Earnings Ratio (PE),PRICE/NET_PROFIT_PER_SHARE,市盈率，衡量股票价格与每股收益的比率，反映投资者对公司未来盈利能力的预期。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
5,Price to Sales Ratio (PS),PRICE/SALES_PER_SHARE,市销率，衡量股票价格与每股销售额的比率，反映投资者对公司收入增长潜力的评估。,财务因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
6,Relative Strength Index (RSI),"RSI(CLOSE, 10)",相对强弱指标，衡量股票价格变动的速度和变化的大小，用于判断股票的超买或超卖状态。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
7,Momentum,"PRICE-REF(PRICE, 1)",动量，衡量股票价格在一定时间内的上涨或下跌趋势，用于捕捉价格继续沿既定方向运动的信号。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
8,Volatility,"STD(PRICE, 20)",波动率，衡量股票价格在一定时间内的波动幅度，用于反映市场的风险水平。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
9,Average True Range (ATR),"ATR(PRICE, 14)",真实幅值，衡量价格变动的真实范围，考虑了价格变动的方向，更准确地反映市场的波动性。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
10,Moving Average Convergence Divergence (MACD),"MACD(CLOSE, 12, 26)",指数平滑移动平均线差离值，衡量短期和长期移动平均线的差异，用于判断趋势的强度和方向。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
11,Bollinger Bands,BOLL(CLOSE),布林线，衡量股票价格相对于其交易区间的波动情况，用于判断股票的超买或超卖状态。,技术因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,FALSE
12,Gross Domestic Product (GDP),GDP,国内生产总值，衡量一个国家在一定时期内生产的所有最终商品和服务的市场价值。,宏观因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,TRUE
13,Consumer Price Index (CPI),CPI,居民消费价格指数，衡量居民购买一篮子商品和服务的价格变化，反映通货膨胀水平。,宏观因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,TRUE
14,Interest Rate,INTEREST_RATE,利率，衡量借款成本，影响投资和消费，进而影响经济增长。,宏观因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,TRUE
15,Manufacturing Purchasing Managers' Index (PMI),PMI,制造业采购经理指数，衡量制造业经济活动的扩张或收缩，反映制造业的整体经济状况。,宏观因子,,./resource/Zh\基于动态情景模型的多因子量化选股策略研究_郭思捷.pdf,TRUE
0,HoldPER,HoldPER,描述月末北上资金持股数占股票总流通股比例。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
1,MholdPER,MholdPER,描述过去20个交易日北上资金持股数占股票总流通股比例的均值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
2,Hold,Hold,描述月末北上资金持股总数。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
3,Mhold,Mhold,描述过去20个交易日北上资金持股总数的均值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
4,DholdPER,DholdPER,描述月末持股占自由流通股比例与20个交易日前的持股占自由流通股比例之差。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
5,DV2hold,DV2hold,描述过去5个交易日净流入量均值与过去20个交易日日均持股数的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
6,DV2DV_STD,DV2DV_STD,描述过去20个交易日净流入量均值与过去20个交易日净流入量标准差的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
7,DV2ABSDV,DV2ABSDV,描述过去5个交易日净流入量均值与过去20个交易日净流入量绝对值均值的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
8,DV2hold_MAXCP,DV2hold_MAXCP,描述股价涨幅最高3个交易日的净流入量均值与过去20个交易日日均持股数的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
9,DV2ABSDV_MAXCP,DV2ABSDV_MAXCP,描述股价涨幅最高3个交易日的净流入量均值与过去20个交易日净流入量绝对值均值的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
10,DV2hold_MAXVOL,DV2hold_MAXVOL,描述交易量最高3个交易日的净流入量均值与过去20个交易日日均持股数的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
11,DV2ABSDV_MAXVOL,DV2ABSDV_MAXVOL,描述交易量最高3个交易日的净流入量均值与过去20个交易日净流入量绝对值均值的比值。,技术因子,,./resource/Zh\基于北上资金持仓交易行为的多因子选股策略研究_何晟.pdf,FALSE
0,市盈率,PRICE/EPS,股票价格除以每股收益 (EPS)，衡量市场对公司未来盈利能力的预期。通常用于衡量股票的相对价值。,基本面因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
1,市净率,PRICE/NET_ASSET,股票价格除以每股净资产，反映公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,基本面因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
2,净利润增长率,CURRENT_NET_PROFIT/GROWTH_RATE,企业当期净利润比上期净利润的增长幅度，用于衡量公司的成长性。,基本面因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
3,净资产收益率,NET_PROFIT/AVERAGE_SHAREHOLDER_EQUITY,净利润除以平均股东权益（平均净资产），用于衡量公司的盈利能力。,基本面因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
4,动量,PRICE,股票价格在一定时间内的上涨或下跌趋势，通常用于衡量价格的持续趋势。,技术因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
5,反转,PRICE,股票价格在一定周期后可能出现反转的假设，捕捉价格回调或反转机会。,技术因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
6,波动率,"STD(PRICE,20)",描述股票价格在一定时间内的波动幅度，通常用于反映市场的风险水平。,技术因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
7,量价相关性,VOLUME/PRICE,成交量与价格变动之间的联动性，用于识别趋势的强弱。,技术因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,FALSE
8,国内生产总值,GDP,反映一个国家在一定时期内经济生产活动的总量。,宏观因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,TRUE
9,居民消费价格指数,CPI,反映居民家庭一般所购买的消费品和服务价格水平变动情况。,宏观因子,,./resource/Zh\基于历史数据的Alpha量化投资策略实证研究_朱强卫.pdf,TRUE
0,DeepAlpha001M,"RPO(DW(EMA_CN(SFMO(FEATURE), 20), GAT(GCN(SFMO(FEATURE), RELATION), FEATURE), RANK(PRO(DW(EMA_CN(SFMO(FEATURE), 20), GAT(GCN(SFMO(FEATURE), RELATION), FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE), RANK(PRO(SFMO(FEATURE),",该因子通过统计特征挖掘算子提取股票的统计特征，时序模式识别算子提取股票的时序模式，关系模式识别算子提取股票的关系模式，最后通过排名预测算子预测股票的排名。,技术因子,,./resource/Zh\基于因子挖掘的量化选股模型的研究与实现_万宇楼.pdf,FALSE
0,P/E Ratio,PRICE/EPS,股票价格除以每股收益 (EPS)，衡量市场对公司未来盈利能力的预期。通常用于衡量股票的相对价值。,估值类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
1,P/B Ratio,PRICE/NET_ASSET,股票价格除以每股净资产，反映公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
2,Return on Equity,NET_INCOME/NET_ASSET,净资产收益率，衡量公司利用股东权益创造利润的能力。,质量类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
3,Net Profit Growth Rate,CURRENT_NET_PROFIT/GROSS_PROFIT,净利润增长率，衡量公司盈利能力的增长速度。,质量类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
4,Market Value,LOG(LIST_MARKET_VALUE),流通市值对数，衡量公司规模的大小。,规模类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
5,1-Month Reversal,RSI(1),1个月反转因子，衡量股票价格在1个月内的反转趋势。,市场信号类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
6,1-Month Average Turnover Rate,"AVERAGE(VOL/SHARE_OUTSTANDING,1)",1个月日均换手率，衡量股票在1个月内的交易活跃程度。,市场信号类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
7,1-Month Relative Index Return,RETURN(UPPER_INDEX)-RETURN(LOWER_INDEX),1个月相对上证指数收益，衡量股票在1个月内的相对表现。,市场信号类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
8,Idiosyncratic Volatility,"STD(RET,20)",特质波动率，衡量股票价格相对于市场平均水平的波动幅度。,市场信号类因子,,./resource/Zh\基于基本面的平衡型多因子量化选股模型研究_卢捷敏.pdf,FALSE
0,P/E Ratio,PRICE/EPS,股票价格除以每股收益 (EPS)，衡量市场对公司未来盈利能力的预期。通常用于衡量股票的相对价值。,估值类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
1,P/B Ratio,PRICE/NET_ASSET,股票价格除以每股净资产，反映公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
2,P/S Ratio,PRICE/SALES,股票价格除以每股销售额，用于衡量公司销售额与股票市值的关系，适用于收入驱动型的公司。,估值类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
3,Current Ratio,CURRENT_ASSETS/CURRENT LIABILITIES,流动比率，衡量公司的短期偿债能力。,营运能力类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
4,Quick Ratio,(CURRENT_ASSETS - INVENTORY)/CURRENT LIABILITIES,速动比率，衡量公司在没有存货的情况下偿还短期债务的能力。,营运能力类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
5,Asset Turnover,SALES/TOTAL_ASSETS,总资产周转率，衡量公司利用其资产产生销售收入的效率。,营运能力类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
6,ESG Score,ESG_SCORE,ESG综合分数，衡量公司在环境、社会和治理方面的表现。,管理能力类因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
7,Price Momentum,PRICE-MOMENTUM,收盘价动量，衡量股票价格在一定时间内的上涨或下跌趋势。,技术因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
8,Volume Momentum,VOLUME-MOMENTUM,交易量动量，衡量股票交易量在一定时间内的上涨或下跌趋势。,技术因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,FALSE
9,RSI Momentum,RSI_MOMENTUM,RSI动量，衡量相对强弱指标 (RSI) 的变化趋势。,技术因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,TRUE
10,MACD Momentum,MACD_MOMENTUM,MACD动量，衡量指数平滑移动平均线差离值 (MACD) 的变化趋势。,技术因子,,./resource/Zh\基于多因子模型和多臂赌博机算法的投资组合策略_孙雨.pdf,TRUE
0,Market Factor,Rm - Rf,市场因子，通常指市场组合的收益率，用于衡量市场整体的表现。,基本面因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
1,Size Factor,SMB,规模因子，衡量股票市值大小对收益率的影响。,基本面因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
2,Value Factor,HML,价值因子，衡量股票账面市值比对收益率的影响。,基本面因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
3,Profitability Factor,RMW,盈利因子，衡量公司盈利能力对收益率的影响。,基本面因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
4,Investment Factor,CMA,投资因子，衡量公司投资模式对收益率的影响。,基本面因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
5,Momentum Factor,WML,动量因子，衡量股票过去一段时间内的收益率对当前收益率的影响。,技术因子,,./resource/Zh\基于多因子模型的股票型基金超额收益研究_余一筱.pdf,FALSE
0,Logarithmic Total Market Value,LOG(TOTAL_MARKET_VALUE),对数总市值因子，衡量公司规模，市值规模越小的股票越能获取超额收益。,基本面因子,,./resource/Zh\基于多因子模型的量化选股研究_郭少石.pdf,FALSE
1,Operating Revenue Growth Rate,((CURRENT_YEAR_OPERATING_REVENUE/last_year_operating_revenue)-1.0),营业收入增长率因子，衡量公司成长性，营业收入增长率越大的股票获取超额收益的能力越强。,基本面因子,,./resource/Zh\基于多因子模型的量化选股研究_郭少石.pdf,FALSE
2,Net Profit Growth Rate,((CURRENT_YEAR_NET_PROFIT/last_year_net_profit)-1.0),净利润增长率因子，衡量公司成长性，净利润增长率越大的股票获取超额收益的能力越强。,基本面因子,,./resource/Zh\基于多因子模型的量化选股研究_郭少石.pdf,FALSE
0,Market Risk Factor (MKT),"WMA(RET, N) - RF","Market risk factor represents the systematic risk of the market, which is measured by the weighted average return of all stocks in the market minus the risk-free rate.",基本面因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
1,Size Risk Factor (SMB),"WMA(RET, N) - WMA(RET, M)",Size risk factor measures the risk associated with small-cap stocks by comparing the average return of small-cap stocks to the average return of large-cap stocks.,基本面因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
2,Book-to-Market Ratio (HML),"WMA(BP, N) - WMA(BP, M)","Book-to-market ratio factor compares the book value per share of a company to its market value per share, indicating the undervalued or overvalued status of the company.",基本面因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
3,Return on Assets (ROA),NET_INCOME/TOTAL_ASSETS,Return on assets measures the profitability of a company by calculating the ratio of net income to total assets.,基本面因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
4,Investment to Sales Ratio (CMA),TOTAL_ASSETS/SALES,"Investment to sales ratio measures the company's investment in assets relative to its sales, indicating the company's growth potential.",基本面因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
5,Volatility Factor,"STD(RET, N)","Volatility factor measures the historical volatility of a stock or portfolio, which is used to assess the risk level of the investment.",技术因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
6,Downside Volatility Factor,"STD(RET[RET<0], N)","Downside volatility factor measures the historical volatility of negative returns of a stock or portfolio, which is used to assess the risk of downside risk.",技术因子,,./resource/Zh\基于多因子的波动率管理策略研究_孙宏立.pdf,FALSE
0,BM,ASSET / MARKET_VALUE,账面市值比，衡量公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,FALSE
1,BP,1 / PB,市净率倒数，衡量公司市场价值与账面价值的关系，用于评估公司资产的真实价值。,估值类因子,,./resource/Zh\基于多因子选股模型的alpha策略实证研究_石松.pdf,TRUE
